"id","labren_id","lon","lat","name","state","annual_irradiation","created_at","updated_at"
1,30670,-687463,-110109,Brasiléia,ACRE,4675,,
2,30670,-687442,-110293,Epitaciolândia,ACRE,4675,,
3,30970,-695658,-109394,Assis Brasil,ACRE,4669,,
4,31603,-684973,-10652,Xapuri,ACRE,4662,,
5,31929,-676768,-105749,Capixaba,ACRE,4592,,
6,32906,-67186,-103257,Plácido de Castro,ACRE,4574,,
7,33560,-677367,-101501,Senador Guiomard,ACRE,4605,,
8,33567,-670531,-100755,Acrelândia,ACRE,4563,,
9,33902,-678253,-99758,Rio Branco,ACRE,4605,,
10,34602,-679523,-9834,Bujari,ACRE,4612,,
11,35335,-675408,-95942,Porto Acre,ACRE,4592,,
12,36055,-704907,-94469,Santa Rosa do Purus,ACRE,4636,,
13,36796,-719482,-91969,Jordão,ACRE,4682,,
14,37207,-686718,-90639,Sena Madureira,ACRE,4577,,
15,37924,-728002,-89394,Marechal Thaumaturgo,ACRE,4743,,
16,38341,-692684,-88333,Manoel Urbano,ACRE,4592,,
17,40234,-727542,-82636,Porto Walter,ACRE,4763,,
18,40642,-707726,-81574,Tarauacá,ACRE,4633,,
19,40646,-703537,-81635,Feijó,ACRE,4586,,
20,42573,-726505,-77342,Rodrigues Alves,ACRE,4707,,
21,42962,-729002,-7617,Mâncio Lima,ACRE,4728,,
22,42965,-726761,-7628,Cruzeiro do Sul,ACRE,4689,,
23,32868,-364343,-104064,Piaçabuçu,ALAGOAS,5449,,
24,33196,-365822,-102879,Penedo,ALAGOAS,5345,,
25,33198,-363031,-102939,Feliz Deserto,ALAGOAS,5443,,
26,33523,-368379,-101853,Porto Real do Colégio,ALAGOAS,5438,,
27,33854,-369019,-101215,São Brás,ALAGOAS,5406,,
28,33855,-368133,-100571,Olho d'Água Grande,ALAGOAS,5330,,
29,33857,-366571,-101284,Igreja Nova,ALAGOAS,5270,,
30,33862,-36172,-101281,Coruripe,ALAGOAS,5470,,
31,34198,-370025,-99628,Traipu,ALAGOAS,5469,,
32,34201,-367929,-99559,Campo Grande,ALAGOAS,5255,,
33,34208,-360145,-100137,Jequiá da Praia,ALAGOAS,5460,,
34,34550,-368319,-98845,Girau do Ponciano,ALAGOAS,5294,,
35,34552,-36679,-98986,Feira Grande,ALAGOAS,5248,,
36,34553,-365501,-99319,São Sebastião,ALAGOAS,5260,,
37,34554,-364806,-99074,Junqueiro,ALAGOAS,5237,,
38,34555,-36358,-99094,Teotônio Vilela,ALAGOAS,5231,,
39,34909,-372773,-98232,Belo Monte,ALAGOAS,5378,,
40,34914,-367401,-98294,Lagoa da Canoa,ALAGOAS,5315,,
41,34915,-366618,-97553,Arapiraca,ALAGOAS,5288,,
42,34918,-363528,-97849,Campo Alegre,ALAGOAS,5237,,
43,34921,-360974,-97834,São Miguel dos Campos,ALAGOAS,5317,,
44,34922,-35906,-98389,Barra de São Miguel,ALAGOAS,5400,,
45,34922,-359785,-98355,Roteiro,ALAGOAS,5400,,
46,35270,-374407,-97415,Pão de Açúcar,ALAGOAS,5450,,
47,35271,-373386,-96725,Palestina,ALAGOAS,5342,,
48,35273,-371279,-96735,Batalha,ALAGOAS,5309,,
49,35274,-370017,-96593,Jaramataia,ALAGOAS,5268,,
50,35279,-365034,-97407,Limoeiro de Anadia,ALAGOAS,5289,,
51,35281,-363081,-96853,Anadia,ALAGOAS,5232,,
52,35286,-35897,-97101,Marechal Deodoro,ALAGOAS,5455,,
53,35287,-357018,-96607,Maceió,ALAGOAS,5530,,
54,35633,-377598,-96089,Piranhas,ALAGOAS,5470,,
55,35637,-373834,-95581,São José da Tapera,ALAGOAS,5404,,
56,35638,-372079,-96359,Jacaré dos Homens,ALAGOAS,5358,,
57,35638,-372508,-9604,Monteirópolis,ALAGOAS,5358,,
58,35643,-3677,-96182,Craíbas,ALAGOAS,5385,,
59,35645,-365848,-96339,Coité do Nóia,ALAGOAS,5333,,
60,35646,-364907,-95709,Belém,ALAGOAS,5241,,
61,35646,-364931,-96457,Taquarana,ALAGOAS,5241,,
62,35647,-363048,-9584,Maribondo,ALAGOAS,5228,,
63,35648,-362128,-96435,Boca da Mata,ALAGOAS,5143,,
64,35651,-359546,-96018,Pilar,ALAGOAS,5308,,
65,35652,-35823,-95695,Satuba,ALAGOAS,5360,,
66,35652,-358235,-96041,Santa Luzia do Norte,ALAGOAS,5360,,
67,35652,-357997,-96376,Coqueiro Seco,ALAGOAS,5360,,
68,36003,-37827,-95037,Olho d'Água do Casado,ALAGOAS,5482,,
69,36007,-374579,-94703,Senador Rui Palmeira,ALAGOAS,5420,,
70,36008,-373759,-94837,Carneiros,ALAGOAS,5431,,
71,36009,-372958,-95335,Olho d'Água das Flores,ALAGOAS,5410,,
72,36010,-371912,-95181,Olivença,ALAGOAS,5378,,
73,36012,-369869,-95339,Major Isidoro,ALAGOAS,5356,,
74,36015,-366375,-95381,Igaci,ALAGOAS,5359,,
75,36017,-364334,-95348,Tanque d'Arca,ALAGOAS,5279,,
76,36019,-362921,-94743,Pindoba,ALAGOAS,5140,,
77,36021,-360088,-95123,Atalaia,ALAGOAS,5212,,
78,36023,-358397,-94783,Rio Largo,ALAGOAS,5242,,
79,36026,-355523,-94636,Paripueira,ALAGOAS,5552,,
80,36380,-37999,-93858,Delmiro Gouveia,ALAGOAS,5461,,
81,36387,-372483,-93704,Santana do Ipanema,ALAGOAS,5456,,
82,36389,-370896,-93874,Dois Riachos,ALAGOAS,5409,,
83,36390,-369914,-94016,Cacimbinhas,ALAGOAS,5376,,
84,36392,-3676,-9389,Estrela de Alagoas,ALAGOAS,5443,,
85,36393,-366324,-94113,Palmeira dos Índios,ALAGOAS,5378,,
86,36396,-363884,-94478,Mar Vermelho,ALAGOAS,5227,,
87,36396,-363759,-93705,Paulo Jacinto,ALAGOAS,5227,,
88,36397,-362423,-93719,Viçosa,ALAGOAS,5188,,
89,36398,-361562,-93998,Cajueiro,ALAGOAS,5107,,
90,36399,-360829,-94155,Capela,ALAGOAS,5151,,
91,36401,-358395,-93943,Messias,ALAGOAS,5217,,
92,36404,-355104,-94027,Barra de Santo Antônio,ALAGOAS,5436,,
93,36757,-379991,-92568,Pariconha,ALAGOAS,5520,,
94,36758,-379383,-92624,Água Branca,ALAGOAS,5465,,
95,36765,-372848,-93049,Poço das Trincheiras,ALAGOAS,5449,,
96,36769,-36866,-93078,Minador do Negrão,ALAGOAS,5399,,
97,36773,-364695,-93204,Quebrangulo,ALAGOAS,5263,,
98,36775,-362986,-9256,Chã Preta,ALAGOAS,5168,,
99,36778,-359431,-93073,Murici,ALAGOAS,5183,,
100,36780,-357142,-92732,Flexeiras,ALAGOAS,5111,,
101,36782,-355608,-93186,São Luís do Quitunde,ALAGOAS,5332,,
102,36784,-353765,-92654,São Miguel dos Milagres,ALAGOAS,5592,,
103,37138,-377512,-92264,Inhapi,ALAGOAS,5516,,
104,37142,-373559,-91593,Ouro Branco,ALAGOAS,5481,,
105,37142,-373527,-92309,Maravilha,ALAGOAS,5481,,
106,37153,-362209,-91705,Santana do Mundaú,ALAGOAS,5122,,
107,37155,-360226,-91596,União dos Palmares,ALAGOAS,5166,,
108,37155,-360164,-92339,Branquinha,ALAGOAS,5166,,
109,37160,-355246,-91548,Matriz de Camaragibe,ALAGOAS,5220,,
110,37161,-354882,-92396,Passo de Camaragibe,ALAGOAS,5283,,
111,37162,-353052,-91605,Porto de Pedras,ALAGOAS,5417,,
112,37516,-377312,-91192,Mata Grande,ALAGOAS,5609,,
113,37517,-376028,-91164,Canapi,ALAGOAS,5520,,
114,37536,-357477,-91332,Joaquim Gomes,ALAGOAS,4984,,
115,37540,-353989,-90524,Porto Calvo,ALAGOAS,5351,,
116,37541,-352637,-90879,Japaratinga,ALAGOAS,5523,,
117,37912,-360518,-90132,São José da Laje,ALAGOAS,5074,,
118,37913,-359376,-89787,Ibateguara,ALAGOAS,5144,,
119,37920,-35227,-90079,Maragogi,ALAGOAS,5356,,
120,38295,-357217,-89185,Colônia Leopoldina,ALAGOAS,5008,,
121,38296,-356643,-89423,Novo Lino,ALAGOAS,5084,,
122,38297,-355538,-89415,Jundiá,ALAGOAS,5148,,
123,38678,-355688,-88477,Campestre,ALAGOAS,5154,,
124,38679,-354594,-88399,Jacuípe,ALAGOAS,5183,,
125,65129,-524255,-9296,Vitória do Jari,AMAPÁ,4666,,
126,65366,-525227,-8379,Laranjal do Jari,AMAPÁ,4658,,
127,66931,-512895,-1137,Mazagão,AMAPÁ,4845,,
128,67143,-511733,-458,Santana,AMAPÁ,4832,,
129,67144,-510702,342,Macapá,AMAPÁ,4944,,
130,68381,-506991,6056,Itaubal,AMAPÁ,4735,,
131,68572,-514041,708,Porto Grande,AMAPÁ,4549,,
132,68759,-519507,7771,Pedra Branca do Amapari,AMAPÁ,4558,,
133,68946,-52004,901,Serra do Navio,AMAPÁ,4576,,
134,68955,-511799,8569,Ferreira Gomes,AMAPÁ,4689,,
135,69144,-50798,969,Cutias,AMAPÁ,4720,,
136,70034,-509091,15062,Tartarugalzinho,AMAPÁ,4597,,
137,70357,-507839,17448,Pracuúba,AMAPÁ,4650,,
138,70847,-50796,20523,Amapá,AMAPÁ,4795,,
139,71184,-509505,24947,Calçoene,AMAPÁ,4777,,
140,71943,-518335,38404,Oiapoque,AMAPÁ,4714,,
141,38744,-673924,-87427,Boca do Acre,AMAZONAS,4554,,
142,42630,-669925,-77135,Pauini,AMAZONAS,4496,,
143,43358,-725912,-75384,Guajará,AMAZONAS,4689,,
144,43453,-630332,-75121,Humaitá,AMAZONAS,4528,,
145,43776,-700234,-74322,Envira,AMAZONAS,4565,,
146,44222,-647952,-72645,Lábrea,AMAZONAS,4459,,
147,44662,-598852,-71984,Apuí,AMAZONAS,4462,,
148,44936,-716895,-7051,Ipixuna,AMAZONAS,4628,,
149,46514,-698666,-66572,Eirunepé,AMAZONAS,4549,,
150,47339,-643957,-65262,Canutama,AMAZONAS,4471,,
151,47683,-682605,-6425,Itamarati,AMAZONAS,4481,,
152,50047,-612899,-5805,Manicoré,AMAZONAS,4431,,
153,50787,-631813,-56212,Tapauá,AMAZONAS,4423,,
154,52701,-603736,-51263,Novo Aripuanã,AMAZONAS,4473,,
155,53368,-669095,-48823,Carauari,AMAZONAS,4441,,
156,55078,-701911,-43678,Atalaia do Norte,AMAZONAS,4516,,
157,55079,-700346,-43781,Benjamin Constant,AMAZONAS,4541,,
158,55184,-595878,-43919,Borba,AMAZONAS,4421,,
159,55743,-699388,-4242,Tabatinga,AMAZONAS,4505,,
160,56136,-631445,-40945,Coari,AMAZONAS,4516,,
161,56791,-613621,-38991,Beruri,AMAZONAS,4365,,
162,56814,-590945,-39008,Nova Olinda do Norte,AMAZONAS,4391,,
163,57101,-620592,-3837,Codajás,AMAZONAS,4369,,
164,57118,-603695,-37684,Careiro,AMAZONAS,4328,,
165,57421,-616579,-37464,Anori,AMAZONAS,4468,,
166,57739,-613968,-35674,Anamã,AMAZONAS,4533,,
167,57761,-59126,-35861,Autazes,AMAZONAS,4437,,
168,57976,-68951,-34619,São Paulo de Olivença,AMAZONAS,4520,,
169,58005,-660723,-34848,Juruá,AMAZONAS,4368,,
170,58293,-681995,-33632,Amaturá,AMAZONAS,4527,,
171,58328,-647198,-33686,Tefé,AMAZONAS,4540,,
172,58371,-604617,-34412,Manaquiri,AMAZONAS,4497,,
173,58398,-577072,-33933,Maués,AMAZONAS,4470,,
174,58672,-61221,-33158,Caapiranga,AMAZONAS,4382,,
175,58678,-60622,-3291,Manacapuru,AMAZONAS,4468,,
176,58683,-601904,-32752,Iranduba,AMAZONAS,4522,,
177,58943,-648011,-32277,Alvarães,AMAZONAS,4554,,
178,58993,-598269,-31973,Careiro da Várzea,AMAZONAS,4532,,
179,59218,-679461,-31032,Santo Antônio do Içá,AMAZONAS,4525,,
180,59297,-600221,-31194,Manaus,AMAZONAS,4327,,
181,59313,-584453,-3139,Itacoatiara,AMAZONAS,4541,,
182,59316,-581501,-31288,Urucurituba,AMAZONAS,4438,,
183,59550,-651138,-29965,Uarini,AMAZONAS,4572,,
184,59626,-575878,-29745,Boa Vista do Ramos,AMAZONAS,4376,,
185,59826,-677924,-28662,Tonantins,AMAZONAS,4532,,
186,60221,-582146,-28366,Silves,AMAZONAS,4454,,
187,60233,-570683,-27992,Barreirinha,AMAZONAS,4573,,
188,60425,-667696,-2749,Jutaí,AMAZONAS,4494,,
189,60496,-596862,-27049,Rio Preto da Eva,AMAZONAS,4332,,
190,60512,-580297,-27412,Itapiranga,AMAZONAS,4538,,
191,60762,-609438,-26368,Novo Airão,AMAZONAS,4538,,
192,60793,-578735,-25595,São Sebastião do Uatumã,AMAZONAS,4568,,
193,60804,-567295,-26378,Parintins,AMAZONAS,4618,,
194,60982,-660947,-25238,Fonte Boa,AMAZONAS,4579,,
195,61065,-577542,-25297,Urucará,AMAZONAS,4519,,
196,61870,-567116,-22083,Nhamundá,AMAZONAS,4651,,
197,62343,-600238,-20302,Presidente Figueiredo,AMAZONAS,4371,,
198,62526,-669957,-18803,Japurá,AMAZONAS,4555,,
199,62540,-655735,-18535,Maraã,AMAZONAS,4588,,
200,64786,-629315,-9837,Barcelos,AMAZONAS,4611,,
201,66141,-650097,-4112,Santa Isabel do Rio Negro,AMAZONAS,4603,,
202,66773,-670845,-1195,São Gabriel da Cachoeira,AMAZONAS,4664,,
203,14780,-395568,-180759,Mucuri,BAHIA,5261,,
204,15151,-393747,-178931,Nova Viçosa,BAHIA,5180,,
205,15522,-401132,-176836,Ibirapuã,BAHIA,5015,,
206,15531,-3926,-177273,Caravelas,BAHIA,5140,,
207,15709,-403386,-176061,Lajedão,BAHIA,5023,,
208,15907,-397403,-175404,Teixeira de Freitas,BAHIA,4979,,
209,15912,-392039,-175199,Alcobaça,BAHIA,5207,,
210,16096,-402241,-173711,Medeiros Neto,BAHIA,5046,,
211,16300,-392231,-173368,Prado,BAHIA,5224,,
212,16483,-403325,-171647,Itanhém,BAHIA,5070,,
213,16486,-400977,-172187,Vereda,BAHIA,5066,,
214,16879,-395389,-170383,Itamaraju,BAHIA,4944,,
215,17262,-401593,-168433,Jucuruçu,BAHIA,4984,,
216,17656,-39785,-165837,Guaratinga,BAHIA,4947,,
217,17658,-395597,-165737,Itabela,BAHIA,4929,,
218,18046,-395825,-16372,Eunápolis,BAHIA,4922,,
219,18051,-390646,-164439,Porto Seguro,BAHIA,5212,,
220,18264,-390228,-162821,Santa Cruz Cabrália,BAHIA,5160,,
221,18684,-396136,-160824,Itagimirim,BAHIA,4945,,
222,18898,-395319,-159706,Itapebi,BAHIA,4930,,
223,19119,-388761,-158613,Belmonte,BAHIA,5360,,
224,19537,-400653,-156533,Itarantim,BAHIA,4994,,
225,19548,-38954,-156727,Canavieiras,BAHIA,5271,,
226,19747,-404212,-15565,Macarani,BAHIA,4956,,
227,19749,-402591,-156244,Maiquinique,BAHIA,4913,,
228,19753,-398743,-155932,Potiraguá,BAHIA,4918,,
229,19758,-393021,-155648,Mascote,BAHIA,4913,,
230,19953,-412381,-155064,Cândido Sales,BAHIA,5127,,
231,19956,-409076,-155325,Encruzilhada,BAHIA,5051,,
232,19958,-407445,-154512,Ribeirão do Largo,BAHIA,4991,,
233,19969,-396434,-154599,Pau Brasil,BAHIA,4939,,
234,20186,-394923,-154146,Camacan,BAHIA,4841,,
235,20187,-39329,-154346,Santa Luzia,BAHIA,4814,,
236,20402,-394193,-152656,Arataca,BAHIA,4750,,
237,20406,-39075,-152937,Una,BAHIA,5104,,
238,20607,-406328,-152449,Itambé,BAHIA,4997,,
239,20611,-402486,-15248,Itapetinga,BAHIA,4949,,
240,20619,-394941,-15188,Jussari,BAHIA,4786,,
241,20830,-400679,-151146,Itororó,BAHIA,4917,,
242,20833,-397238,-151381,Itaju do Colônia,BAHIA,4917,,
243,20837,-393411,-150784,São José da Vitória,BAHIA,4765,,
244,21021,-423697,-150226,Mortugaba,BAHIA,5425,,
245,21025,-419318,-150392,Cordeiros,BAHIA,5399,,
246,21030,-41409,-149769,Tremedal,BAHIA,5327,,
247,21032,-412655,-150338,Belo Campo,BAHIA,5306,,
248,21040,-404092,-149782,Caatiba,BAHIA,4950,,
249,21045,-399238,-149875,Firmino Alves,BAHIA,4871,,
250,21046,-398118,-149644,Santa Cruz da Vitória,BAHIA,4885,,
251,21051,-393027,-149561,Buerarema,BAHIA,4875,,
252,21239,-419722,-149027,Condeúba,BAHIA,5432,,
253,21241,-417172,-149448,Piripá,BAHIA,5405,,
254,21250,-408445,-148619,Vitória da Conquista,BAHIA,5145,,
255,21253,-405794,-148659,Barra do Choça,BAHIA,5010,,
256,21262,-396564,-148586,Floresta Azul,BAHIA,4923,,
257,21263,-395918,-148583,Ibicaraí,BAHIA,4909,,
258,21264,-394244,-148919,Itapé,BAHIA,4916,,
259,21445,-426576,-147691,Urandi,BAHIA,5902,,
260,21447,-42432,-148431,Jacaraci,BAHIA,5458,,
261,21470,-401443,-14795,Nova Canaã,BAHIA,4935,,
262,21471,-400898,-147532,Iguaí,BAHIA,4904,,
263,21472,-399882,-148454,Ibicuí,BAHIA,4885,,
264,21477,-394764,-147952,Barro Preto,BAHIA,4809,,
265,21479,-392784,-14788,Itabuna,BAHIA,4952,,
266,21481,-390463,-147935,Ilhéus,BAHIA,5240,,
267,21659,-425053,-14682,Licínio de Almeida,BAHIA,5690,,
268,21668,-416801,-146889,Presidente Jânio Quadros,BAHIA,5385,,
269,21670,-414918,-146628,Maetinga,BAHIA,5372,,
270,21672,-412557,-147255,Caraíbas,BAHIA,5412,,
271,21680,-404746,-14668,Planalto,BAHIA,4989,,
272,21688,-396418,-147093,Almadina,BAHIA,4741,,
273,21691,-393739,-146765,Itajuípe,BAHIA,4866,,
274,21869,-429438,-145715,Sebastião Laranjeiras,BAHIA,5923,,
275,21887,-41139,-146143,Anagé,BAHIA,5373,,
276,21903,-395559,-146375,Coaraci,BAHIA,4780,,
277,21906,-392851,-145911,Uruçuca,BAHIA,4920,,
278,22086,-426863,-144926,Pindaí,BAHIA,5942,,
279,22090,-422232,-145007,Caculé,BAHIA,5508,,
280,22093,-419384,-145471,Guajeru,BAHIA,5492,,
281,22109,-403637,-145238,Poções,BAHIA,5017,,
282,22292,-435511,-144107,Iuiú,BAHIA,5883,,
283,22299,-42871,-144138,Candiba,BAHIA,5905,,
284,22307,-420748,-144095,Rio do Antônio,BAHIA,5540,,
285,22309,-418846,-143851,Malhada de Pedras,BAHIA,5521,,
286,22313,-414651,-144284,Aracatu,BAHIA,5453,,
287,22322,-405049,-14374,Bom Jesus da Serra,BAHIA,5073,,
288,22325,-402061,-143642,Boa Nova,BAHIA,5054,,
289,22328,-399042,-144296,Dário Meira,BAHIA,4884,,
290,22332,-395638,-14423,Itapitanga,BAHIA,4883,,
291,22505,-437727,-14299,Carinhanha,BAHIA,5979,,
292,22505,-43773,-143389,Malhada,BAHIA,5979,,
293,22511,-431612,-14268,Palmas de Monte Alto,BAHIA,5933,,
294,22520,-422574,-142716,Ibiassucê,BAHIA,5575,,
295,22533,-4091,-143389,Caetanos,BAHIA,5296,,
296,22544,-398439,-142838,Itagibá,BAHIA,4906,,
297,22548,-394654,-143245,Gongogi,BAHIA,4923,,
298,22549,-393227,-142998,Ubaitaba,BAHIA,4910,,
299,22549,-393227,-143181,Aurelino Leal,BAHIA,4910,,
300,22553,-389962,-142789,Itacaré,BAHIA,5340,,
301,22713,-445356,-141818,Cocos,BAHIA,6000,,
302,22716,-442795,-142102,Feira da Mata,BAHIA,5968,,
303,22731,-427803,-142235,Guanambi,BAHIA,5946,,
304,22742,-416699,-142026,Brumado,BAHIA,5509,,
305,22751,-407731,-142405,Mirante,BAHIA,5207,,
306,22758,-400038,-141639,Itagi,BAHIA,4933,,
307,22762,-396002,-142097,Barra do Rocha,BAHIA,4944,,
308,22763,-395181,-142157,Ubatã,BAHIA,4911,,
309,22765,-393727,-141621,Ibirapitanga,BAHIA,4862,,
310,22950,-424865,-140689,Caetité,BAHIA,5686,,
311,22972,-402402,-141481,Manoel Vitorino,BAHIA,4995,,
312,22976,-39894,-141274,Aiquara,BAHIA,4959,,
313,22977,-397373,-141333,Ipiaú,BAHIA,4925,,
314,22978,-396407,-140648,Ibirataia,BAHIA,4886,,
315,22984,-39014,-14104,Maraú,BAHIA,5055,,
316,23169,-421414,-14034,Lagoa Real,BAHIA,5631,,
317,23178,-412476,-140201,Tanhaçu,BAHIA,5408,,
318,23192,-398897,-140167,Jitaúna,BAHIA,4914,,
319,23378,-428443,-139114,Matina,BAHIA,5933,,
320,23406,-40088,-138513,Jequié,BAHIA,5017,,
321,23409,-397447,-138559,Apuarema,BAHIA,4796,,
322,23415,-391074,-139402,Camamu,BAHIA,4925,,
323,23579,-444569,-138281,Coribe,BAHIA,5928,,
324,23596,-427182,-1377,Igaporã,BAHIA,5918,,
325,23606,-417707,-137616,Dom Basílio,BAHIA,5676,,
326,23610,-413006,-138111,Ituaçu,BAHIA,5334,,
327,23613,-41043,-137628,Contendas do Sincorá,BAHIA,5251,,
328,23627,-396256,-13811,Nova Ibiá,BAHIA,4846,,
329,23627,-396833,-137786,Itamari,BAHIA,4846,,
330,23630,-393772,-137604,Piraí do Norte,BAHIA,4842,,
331,23632,-391416,-138214,Igrapiúna,BAHIA,4959,,
332,23841,-402124,-13656,Lafaiete Coutinho,BAHIA,4950,,
333,23849,-394785,-136869,Wenceslau Guimarães,BAHIA,4874,,
334,23849,-394899,-137471,Gandu,BAHIA,4874,,
335,23852,-391487,-13725,Ituberá,BAHIA,4949,,
336,24022,-44476,-136116,Jaborandi,BAHIA,5916,,
337,24037,-429364,-13613,Riacho de Santana,BAHIA,5917,,
338,24048,-418107,-135796,Rio de Contas,BAHIA,5556,,
339,24048,-418395,-136393,Livramento de Nossa Senhora,BAHIA,5556,,
340,24053,-413306,-136273,Barra da Estiva,BAHIA,5284,,
341,24072,-394888,-135924,Teolândia,BAHIA,4880,,
342,24075,-391059,-136008,Nilo Peçanha,BAHIA,4944,,
343,24262,-435773,-135421,Serra do Ramalho,BAHIA,5986,,
344,24273,-424908,-135476,Tanque Novo,BAHIA,5922,,
345,24282,-415916,-13516,Jussiape,BAHIA,5472,,
346,24295,-402208,-134667,Lajedo do Tabocal,BAHIA,4958,,
347,24296,-401513,-135343,Itiruçu,BAHIA,4896,,
348,24298,-399643,-135253,Jaguaquara,BAHIA,4920,,
349,24303,-394229,-134536,Presidente Tancredo Neves,BAHIA,4826,,
350,24306,-391005,-135392,Taperoá,BAHIA,4962,,
351,24307,-390468,-134908,Cairu,BAHIA,5080,,
352,24488,-442014,-133863,Santa Maria da Vitória,BAHIA,5969,,
353,24489,-441942,-134055,São Félix do Coribe,BAHIA,5965,,
354,24505,-425245,-133796,Botuporã,BAHIA,5916,,
355,24508,-422424,-134445,Paramirim,BAHIA,5947,,
356,24509,-421407,-134176,Érico Cardoso,BAHIA,5872,,
357,24518,-412843,-134064,Ibicoara,BAHIA,5138,,
358,24526,-404327,-134359,Maracás,BAHIA,5016,,
359,24531,-399381,-134463,Itaquara,BAHIA,4884,,
360,24532,-39813,-133556,Cravolândia,BAHIA,4890,,
361,24540,-390733,-133674,Valença,BAHIA,5106,,
362,24718,-446349,-133432,Correntina,BAHIA,5963,,
363,24730,-434111,-13251,Bom Jesus da Lapa,BAHIA,6000,,
364,24742,-422918,-133303,Caturama,BAHIA,5943,,
365,24748,-416647,-132507,Abaíra,BAHIA,5366,,
366,24755,-409593,-132929,Iramaia,BAHIA,5120,,
367,24761,-403695,-132591,Planaltino,BAHIA,5029,,
368,24764,-400852,-132568,Irajuba,BAHIA,4878,,
369,24766,-398215,-132954,Santa Inês,BAHIA,4884,,
370,24768,-396627,-132685,Ubaíra,BAHIA,4864,,
371,24769,-395682,-13254,Jiquiriçá,BAHIA,4846,,
372,24980,-417704,-131526,Piatã,BAHIA,5319,,
373,25002,-395047,-132288,Mutuípe,BAHIA,4832,,
374,25003,-394216,-131678,Laje,BAHIA,4914,,
375,25193,-442013,-130729,Canápolis,BAHIA,5938,,
376,25201,-43469,-130831,Sítio do Mato,BAHIA,6000,,
377,25213,-42292,-13126,Rio do Pires,BAHIA,5937,,
378,25238,-397942,-13104,Brejões,BAHIA,4951,,
379,25245,-390019,-130773,Aratuípe,BAHIA,5086,,
380,25247,-388942,-131114,Jaguaripe,BAHIA,5251,,
381,25438,-44051,-129797,Santana,BAHIA,5984,,
382,25452,-426949,-13019,Macaúbas,BAHIA,5961,,
383,25465,-413706,-130057,Mucugê,BAHIA,5112,,
384,25469,-409638,-129822,Itaeté,BAHIA,5159,,
385,25473,-405298,-130069,Marcionílio Souza,BAHIA,5208,,
386,25478,-400683,-130269,Nova Itarana,BAHIA,4937,,
387,25483,-395972,-130319,Amargosa,BAHIA,5029,,
388,25484,-394582,-130438,São Miguel das Matas,BAHIA,4927,,
389,25485,-393922,-129676,Varzedo,BAHIA,4968,,
390,25486,-392587,-129618,Santo Antônio de Jesus,BAHIA,5019,,
391,25487,-391086,-13002,Muniz Ferreira,BAHIA,5062,,
392,25488,-390104,-130336,Nazaré,BAHIA,5076,,
393,25492,-386177,-129637,Vera Cruz,BAHIA,5355,,
394,25493,-385017,-129727,Salvador,BAHIA,5396,,
395,25701,-424859,-128809,Ibipitanga,BAHIA,6009,,
396,25727,-398615,-128671,Milagres,BAHIA,4988,,
397,25730,-39521,-129464,Elísio Medrado,BAHIA,5024,,
398,25734,-391921,-12906,Dom Macedo Costa,BAHIA,5074,,
399,25738,-387565,-128735,Salinas da Margarida,BAHIA,5338,,
400,25739,-386803,-128937,Itaparica,BAHIA,5370,,
401,25742,-383213,-128983,Lauro de Freitas,BAHIA,5269,,
402,25935,-439508,-127594,Serra Dourada,BAHIA,5984,,
403,25947,-427327,-12821,Boquira,BAHIA,5990,,
404,25953,-421685,-128088,Novo Horizonte,BAHIA,5816,,
405,25961,-413286,-127952,Andaraí,BAHIA,5031,,
406,25964,-410686,-128167,Nova Redenção,BAHIA,5048,,
407,25972,-402059,-127671,Iaçu,BAHIA,5061,,
408,25979,-395227,-127696,Santa Teresinha,BAHIA,4978,,
409,25980,-394266,-127676,Castro Alves,BAHIA,4983,,
410,25983,-391718,-12784,Conceição do Almeida,BAHIA,5066,,
411,25984,-390871,-128455,São Felipe,BAHIA,5068,,
412,25985,-389178,-127765,Maragogipe,BAHIA,5143,,
413,25990,-384033,-12787,Simões Filho,BAHIA,5108,,
414,26187,-440078,-127031,Tabocas do Brejo Velho,BAHIA,5974,,
415,26196,-431801,-126874,Paratinga,BAHIA,5999,,
416,26205,-422183,-126506,Ibitiara,BAHIA,5852,,
417,26209,-418289,-127073,Boninal,BAHIA,5525,,
418,26221,-406089,-126606,Boa Vista do Tupim,BAHIA,5069,,
419,26231,-396971,-127136,Itatim,BAHIA,5027,,
420,26236,-391011,-12668,Cruz das Almas,BAHIA,5075,,
421,26236,-39187,-127298,Sapeaçu,BAHIA,5075,,
422,26240,-38767,-127398,Saubara,BAHIA,5338,,
423,26241,-386156,-127451,Madre de Deus,BAHIA,5247,,
424,26242,-385405,-126711,Candeias,BAHIA,5002,,
425,26244,-383266,-127001,Camaçari,BAHIA,5064,,
426,26470,-413901,-125626,Lençóis,BAHIA,5089,,
427,26474,-409304,-126484,Ibiquera,BAHIA,5051,,
428,26493,-390415,-125999,Governador Mangabeira,BAHIA,5146,,
429,26494,-38959,-125999,Cachoeira,BAHIA,5128,,
430,26494,-389742,-126129,São Félix,BAHIA,5128,,
431,26494,-389903,-1262,Muritiba,BAHIA,5128,,
432,26497,-386762,-126221,São Francisco do Conde,BAHIA,5071,,
433,26501,-38293,-126192,Dias d'Ávila,BAHIA,5208,,
434,26708,-439616,-124863,Brejolândia,BAHIA,5958,,
